Rank,Map Name,Agent Name,alias,Year,Quarter,Month,Day,Sum of Ultimate Casts,Sum of TRN Performance Score,Sum of Traded,Sum of Thrifty,Sum of Team Aces,Sum of Rounds Won,Sum of Rounds Played,Sum of Rounds Lost,Sum of Round Ratio,Sum of Plants,Sum of Placement,Sum of Match Result Binary,Sum of KD Ratio,Sum of Last Deaths,Sum of Kills,Sum of KAST,Sum of Headshots Percentage,Sum of Headshots,Sum of Flawless,Sum of Grenade Casts,Sum of First Bloods,Sum of First Deaths,Sum of Ability 1 Casts,Sum of Ability 2 Casts,Sum of Assists,Sum of Clutches,Sum of Damage,Sum of Damage Delta Per Round,Sum of Damage Per Round,Sum of Damage Received,Sum of Dealt Bodyshots,Sum of Dealt Headshots,Sum of Deaths,Sum of Defuses,Sum of Econ Rating,Match Result
Bronze 3,Ascent,Jett,sp1cyn00dz,2021,Qtr 1,February,15,,765,0,3,10,8,21,13,0.615384615384615,1,3,0,1.1875,5,19,81,15.492957746478872,10,0,,3,1,,,3,0,3734,60.61904761904762,177.8095238095238,2461,55,11,16,0,86,defeat
Bronze 3,Ascent,Sova,pphead,2021,Qtr 1,February,13,,735,0,1,8,2,13,13,0.153846153846154,0,1,0,1.3636363636363635,4,15,77,31.03448275862069,8,0,,4,1,,,1,0,2689,54.15384615384615,206.84615384615384,1985,19,9,11,1,76,defeat
Bronze 3,Ascent,Sova,pphead,2021,Qtr 1,February,13,,942,2,7,25,14,26,12,1.16666666666667,1,1,1,2.3333333333333335,3,35,85,35.2112676056338,25,2,,10,2,,,4,0,6282,121.88461538461539,241.6153846153846,3113,44,25,15,0,92,victory
Bronze 3,Bind,Jett,sp1cyn00dz,2020,Qtr 4,December,24,,177,1,7,4,7,20,13,0.538461538461538,0,9,0,0.6875,2,11,55,9.523809523809524,4,1,,2,4,,,1,1,1459,-48.95,72.95,2438,31,4,16,0,37,defeat
Bronze 3,Bind,Jett,sp1cyn00dz,2020,Qtr 4,December,25,,563,0,7,4,13,18,5,2.6,1,6,1,1.0909090909090908,4,12,67,6.451612903225806,4,1,,0,0,,,2,3,2237,23.88888888888889,124.27777777777777,1807,57,4,11,1,65,victory
Bronze 3,Bind,Jett,sp1cyn00dz,2020,Qtr 4,December,27,,250,1,3,2,3,16,13,0.230769230769231,0,5,0,0.6,2,9,50,6.896551724137931,2,0,,3,2,,,3,2,2017,-34.625,126.0625,2571,46,4,15,1,54,defeat
Bronze 3,Bind,Omen,pphead,2021,Qtr 1,February,10,,850,0,6,19,10,23,13,0.769230769230769,6,2,0,1.4705882352941178,3,25,83,33.92857142857143,19,0,,6,2,,,4,1,4119,54.869565217391305,179.08695652173913,2857,36,19,17,1,76,defeat
Bronze 3,Bind,Sova,sp1cyn00dz,2021,Qtr 1,February,9,,1250,0,9,22,13,39,26,1,3,7,0,2.294642857142857,10,35,145,46.01275917065391,22,0,,0,2,,,6,2,6075,63.40489130434783,310.8858695652174,4814,78,23,30,1,128,defeat
Bronze 3,Bind,Sova,sp1cyn00dz,2021,Qtr 1,February,13,,423,1,8,7,9,22,13,0.692307692307692,0,5,0,1,1,15,59,18.421052631578945,7,1,,3,1,,,3,2,2778,21,126.27272727272727,2316,27,7,15,2,57,defeat
Bronze 3,Haven,Jett,sp1cyn00dz,2021,Qtr 1,February,10,,88,0,3,4,3,16,13,0.230769230769231,0,9,0,0.42857142857142855,2,6,50,23.076923076923077,4,1,,1,1,,,2,0,1196,-57.4375,74.75,2115,17,6,14,0,33,defeat
Bronze 3,Haven,Omen,pphead,2021,Qtr 1,February,10,,651,3,7,15,11,24,13,0.846153846153846,1,1,0,1.0476190476190477,5,22,67,24.324324324324326,15,0,,1,4,,,3,2,4279,35.958333333333336,178.29166666666666,3416,49,18,21,3,70,defeat
Bronze 3,Haven,Sova,sp1cyn00dz,2020,Qtr 4,November,27,,391,1,3,4,10,23,13,0.769230769230769,1,9,0,0.7333333333333333,4,11,70,9.25925925925926,4,0,,0,0,,,6,1,2278,-20,99.04347826086956,2738,40,5,15,0,39,defeat
Bronze 3,Haven,Sova,sp1cyn00dz,2020,Qtr 4,December,27,,387,2,4,4,9,22,13,0.692307692307692,0,8,0,0.7058823529411765,7,12,73,13.333333333333334,4,1,,0,0,,,8,4,2331,-37.77272727272727,105.95454545454545,3162,35,6,17,0,50,defeat
Bronze 3,Haven,Sova,sp1cyn00dz,2021,Qtr 1,February,11,,529,1,2,11,5,18,13,0.384615384615385,1,5,0,1.0666666666666667,5,16,78,26.08695652173913,11,0,,0,1,,,4,0,2062,-33.888888888888886,114.55555555555556,2672,33,12,15,0,46,defeat
Bronze 3,Icebox,Jett,pphead,2021,Qtr 1,February,10,,958,0,5,14,13,18,5,2.6,0,2,1,2.2222222222222223,1,20,89,35.714285714285715,14,3,,1,1,,,4,2,3084,72.94444444444444,171.33333333333334,1771,26,15,9,0,83,victory
Bronze 3,Icebox,Jett,sp1cyn00dz,2021,Qtr 1,February,12,,674,1,4,13,10,23,13,0.769230769230769,0,4,0,1.1111111111111112,2,20,74,26.666666666666668,13,1,,2,1,,,4,0,3887,23.52173913043478,169,3346,41,16,18,0,70,defeat
Bronze 3,Icebox,Phoenix,silver,2020,Qtr 4,November,21,,952,0,5,13,13,22,9,1.44444444444444,0,3,1,2.4545454545454546,1,27,86,14.942528735632186,13,0,,3,1,,,3,0,4143,74.9090909090909,188.3181818181818,2495,65,13,11,1,82,victory
Bronze 3,Icebox,Phoenix,sp1cyn00dz,2020,Qtr 4,November,19,,612,1,5,9,13,21,8,1.625,0,5,1,1.4615384615384615,2,19,67,16.666666666666664,9,0,,2,4,,,2,2,2938,7.571428571428571,139.9047619047619,2779,47,10,13,0,73,victory
Bronze 3,Icebox,Phoenix,sp1cyn00dz,2020,Qtr 4,November,27,,73,1,2,3,2,15,13,0.153846153846154,1,9,0,0.42857142857142855,5,6,33,17.24137931034483,3,0,,2,1,,,1,0,1324,-67.53333333333333,88.26666666666667,2337,21,5,14,0,40,defeat
Bronze 3,Split,Phoenix,sp1cyn00dz,2021,Qtr 1,February,16,,421,0,4,7,13,22,9,1.44444444444444,1,8,1,0.8125,2,13,64,16.3265306122449,7,1,,2,2,,,2,2,2645,-30.727272727272727,120.22727272727273,3321,41,8,16,0,51,victory
Bronze 3,Split,Reyna,pphead,2021,Qtr 1,February,10,,102,2,3,3,6,19,13,0.461538461538462,0,10,0,0.3333333333333333,0,6,53,12.5,3,1,,1,8,,,4,2,1402,-80.94736842105263,73.78947368421052,2940,27,4,18,0,28,defeat
Bronze 3,Split,Sova,sp1cyn00dz,2020,Qtr 4,December,15,,670,1,6,9,13,22,9,1.44444444444444,2,8,1,1.3333333333333333,3,16,73,18.181818181818183,9,0,,1,0,,,3,2,2837,32.72727272727273,128.95454545454547,2117,40,10,12,1,83,victory
Bronze 3,Split,Sova,sp1cyn00dz,2021,Qtr 1,February,8,,808,1,6,8,13,23,10,1.3,2,5,1,1.6666666666666667,4,20,83,14.545454545454545,8,2,,0,2,,,5,2,4345,33.17391304347826,188.91304347826087,3582,45,8,12,0,98,victory
Bronze 3,Split,Sova,sp1cyn00dz,2021,Qtr 1,February,11,,880,0,3,6,13,17,4,3.25,1,6,1,3.6,0,18,94,12.5,6,0,,0,1,,,3,0,2333,72,137.23529411764707,1109,34,6,5,0,72,victory
Bronze 3,Split,Sova,sp1cyn00dz,2021,Qtr 1,February,12,,596,1,1,7,13,18,5,2.6,2,7,1,1.625,1,13,78,20.588235294117645,7,1,,0,0,,,2,1,1868,-5.388888888888889,103.77777777777777,1965,23,7,8,0,62,victory
Bronze 3,Split,Sova,sp1cyn00dz,2021,Qtr 1,February,14,,971,0,2,8,13,13,2,6.5,0,3,1,2.8,1,14,108,18.6046511627907,8,3,,2,0,,,5,1,2835,120.92307692307692,218.07692307692307,1263,34,8,5,2,157,victory
Gold 1,Ascent,Killjoy,sp1cyn00dz,2020,Qtr 3,September,3,,415,1,4,5,4,17,13,0.307692307692308,0,4,0,0.8,5,12,65,7.352941176470589,5,0,,0,0,,,3,1,2258,-0.47058823529411764,132.8235294117647,2266,57,5,15,0,55,defeat
Gold 1,Ascent,Raze,shift,2020,Qtr 3,September,21,,706,1,4,9,7,20,13,0.538461538461538,2,1,0,2.0714285714285716,5,29,70,9.89010989010989,9,0,,1,1,,,2,0,4206,59.65,210.3,3013,75,9,14,0,85,defeat
Gold 1,Ascent,Raze,shift,2020,Qtr 3,September,23,,587,1,5,7,8,21,13,0.615384615384615,3,2,0,1.125,2,18,67,10,7,1,,1,4,,,5,2,3493,33.476190476190474,166.33333333333334,2790,54,7,16,1,62,defeat
Gold 1,Ascent,Sova,sp1cyn00dz,2020,Qtr 3,August,9,,94,0,3,2,4,17,13,0.307692307692308,0,10,0,0.23529411764705882,4,4,53,4.878048780487805,2,0,,0,0,,,8,0,1431,-66.76470588235294,84.17647058823529,2566,34,2,17,0,34,defeat
Gold 1,Ascent,Sova,sp1cyn00dz,2020,Qtr 3,August,11,,862,1,3,12,13,21,8,1.625,0,3,1,1.5,1,21,81,19.444444444444446,12,1,,1,2,,,3,2,4560,49.42857142857143,217.14285714285714,3522,53,14,14,0,116,victory
Gold 1,Ascent,Sova,sp1cyn00dz,2020,Qtr 3,August,20,,411,0,7,9,10,23,13,0.769230769230769,1,6,0,0.8333333333333334,4,15,57,16.455696202531644,9,2,,1,1,,,5,1,3246,0.6521739130434783,141.1304347826087,3231,53,13,18,0,55,defeat
Gold 1,Ascent,Sova,sp1cyn00dz,2020,Qtr 3,September,15,,534,0,6,4,13,23,10,1.3,2,8,1,1,3,16,78,10.204081632653061,4,1,,0,1,,,6,4,2121,-28.695652173913043,92.21739130434783,2781,40,5,16,0,41,victory
Gold 1,Ascent,Sova,sp1cyn00dz,2020,Qtr 3,September,23,,629,0,5,9,8,21,13,0.615384615384615,0,1,0,1.1176470588235294,1,19,76,18.64406779661017,9,1,,2,0,,,5,2,2921,1,139.0952380952381,2900,45,11,17,0,60,defeat
Gold 1,Ascent,Viper,silver,2020,Qtr 3,September,23,,357,0,5,5,8,21,13,0.615384615384615,0,9,0,0.875,6,14,67,7.142857142857142,5,1,,0,1,,,1,2,2411,-37.04761904761905,114.80952380952381,3189,54,5,16,0,49,defeat
Gold 1,Bind,Killjoy,sp1cyn00dz,2020,Qtr 3,September,3,,320,0,7,2,11,24,13,0.846153846153846,0,10,0,0.6,3,9,67,3.79746835443038,2,2,,1,0,,,9,1,2210,-24.083333333333332,92.08333333333333,2788,67,3,15,0,42,defeat
Gold 1,Bind,Raze,shift,2020,Qtr 3,September,24,,391,1,3,4,4,17,13,0.307692307692308,1,5,0,0.5625,4,9,71,7.142857142857142,4,0,,3,1,,,7,0,2164,-26.294117647058822,127.29411764705883,2611,46,4,16,0,46,defeat
Gold 1,Bind,Raze,shift,2020,Qtr 4,October,25,,746,1,3,7,13,18,5,2.6,0,3,1,1.5454545454545454,0,17,67,11.666666666666666,7,0,,1,3,,,4,0,3090,50.27777777777778,171.66666666666666,2185,51,7,11,2,70,victory
Gold 1,Bind,Raze,shift,2020,Qtr 4,October,26,,1000,1,3,8,13,13,3,4.33333333333333,6,1,1,3.2,0,16,115,19.565217391304348,8,4,,4,0,,,1,1,2966,128.92307692307693,228.15384615384616,1290,35,9,5,0,118,victory
Gold 1,Bind,Sova,sp1cyn00dz,2020,Qtr 3,August,11,,763,0,2,6,13,15,2,6.5,2,3,1,1.7142857142857142,0,12,73,14.285714285714285,6,1,,1,0,,,1,1,2446,83.86666666666666,163.06666666666666,1188,39,7,7,0,90,victory
Gold 1,Bind,Sova,sp1cyn00dz,2020,Qtr 3,August,19,,146,0,3,3,8,21,13,0.615384615384615,0,10,0,0.6666666666666666,1,10,48,6.666666666666667,3,0,,0,1,,,1,0,1592,-53.80952380952381,75.80952380952381,2722,38,3,15,0,35,defeat
Gold 1,Bind,Sova,sp1cyn00dz,2020,Qtr 3,August,19,,742,0,6,5,13,22,9,1.44444444444444,1,3,1,1.6153846153846154,5,21,77,5.747126436781609,5,0,,1,1,,,2,2,2814,12.863636363636363,127.9090909090909,2531,74,5,13,0,62,victory
Gold 1,Bind,Sova,sp1cyn00dz,2020,Qtr 3,August,21,,325,0,8,6,11,24,13,0.846153846153846,3,6,0,0.7647058823529411,5,13,54,11.76470588235294,6,2,,1,0,,,3,1,2315,-14.583333333333334,96.45833333333333,2665,42,6,17,0,47,defeat
Gold 1,Haven,Raze,shift,2020,Qtr 3,September,23,,954,2,5,10,13,17,4,3.25,7,2,1,2.375,1,19,94,18.64406779661017,10,2,,1,1,,,1,0,3204,85.29411764705883,188.47058823529412,1754,45,11,8,0,86,victory
Gold 1,Haven,Raze,shift,2020,Qtr 3,September,24,,381,0,2,4,2,11,13,0.153846153846154,0,3,0,1,1,8,36,10.526315789473683,4,0,,0,1,,,1,0,1637,6.909090909090909,148.8181818181818,1561,30,4,8,1,68,defeat
Gold 1,Haven,Sova,sp1cyn00dz,2020,Qtr 3,August,20,,686,0,4,9,13,22,9,1.44444444444444,1,6,1,1.0714285714285714,6,15,73,13.157894736842104,9,0,,0,0,,,8,1,3454,38.86363636363637,157,2599,60,10,14,0,61,victory
Gold 1,Haven,Sova,sp1cyn00dz,2020,Qtr 3,September,14,,347,1,6,2,6,19,13,0.461538461538462,0,5,0,0.8,5,12,58,3.125,2,1,,1,2,,,4,0,2302,-15.842105263157896,121.15789473684211,2603,51,2,15,0,51,defeat
Gold 1,Haven,Sova,sp1cyn00dz,2020,Qtr 3,September,18,,675,1,3,3,13,11,1,13,2,9,1,1,0,6,118,12.5,3,4,,0,0,,,4,1,1232,15,112,1067,18,3,6,0,64,victory
Gold 1,Haven,Sova,sp1cyn00dz,2020,Qtr 3,September,23,,824,0,5,2,13,17,4,3.25,0,5,1,1.75,3,14,94,3.278688524590164,2,2,,1,0,,,7,0,2430,52.294117647058826,142.94117647058823,1541,53,2,8,0,73,victory
Gold 1,Haven,Sova,sp1cyn00dz,2020,Qtr 3,September,24,,87,2,3,2,4,17,13,0.307692307692308,1,10,0,0.21428571428571427,2,3,59,9.523809523809524,2,0,,1,0,,,3,1,668,-84.17647058823529,39.294117647058826,2099,12,2,14,0,18,defeat
Gold 1,Split,Raze,shift,2020,Qtr 3,September,18,,491,4,4,3,6,19,13,0.461538461538462,1,6,0,0.6111111111111112,1,11,74,8.450704225352112,3,0,,2,1,,,9,2,2830,-17.105263157894736,148.94736842105263,3155,55,6,18,0,55,defeat
Gold 1,Split,Raze,shift,2020,Qtr 3,September,21,,563,1,8,5,13,22,9,1.44444444444444,2,4,1,1,2,16,68,7.4074074074074066,5,1,,3,0,,,6,3,2596,-25,118,3146,68,6,16,0,48,victory
Gold 1,Split,Sova,sp1cyn00dz,2020,Qtr 3,September,17,,489,1,7,6,13,22,9,1.44444444444444,1,7,1,1.0833333333333333,5,13,68,10.344827586206897,6,2,,0,0,,,1,2,2441,-5.363636363636363,110.95454545454545,2559,47,6,12,1,50,victory
Gold 1,Split,Sova,sp1cyn00dz,2020,Qtr 3,September,22,,348,1,3,3,7,20,13,0.538461538461538,1,6,0,0.5625,2,9,60,7.462686567164178,3,0,,0,0,,,6,1,2501,-6.1,125.05,2623,53,5,16,0,50,defeat
Gold 1,Split,Viper,silver,2020,Qtr 3,September,18,,767,1,4,6,6,19,13,0.461538461538462,3,3,0,1.2666666666666666,4,19,84,7.6923076923076925,6,0,,2,2,,,1,1,3244,41.8421052631579,170.73684210526315,2449,64,7,15,0,75,defeat
Gold 2,Ascent,Raze,shift,2020,Qtr 4,October,28,,1245,7,10,18,28,46,18,3.7538461538461503,4,9,2,2.58,1,36,133,36.606606606606604,18,1,,7,4,,,11,6,8578,56.91269841269842,406.7142857142857,7845,90,20,35,1,154,victory
Gold 2,Ascent,Raze,shift,2020,Qtr 4,November,18,,769,1,8,7,13,20,7,1.85714285714286,2,4,1,1.25,3,15,80,16.071428571428573,7,1,,4,3,,,4,2,2909,35.9,145.45,2191,44,9,12,0,52,victory
Gold 2,Ascent,Raze,shift,2020,Qtr 4,November,21,,484,0,4,4,9,22,13,0.692307692307692,3,5,0,0.9411764705882353,3,16,68,8.620689655172415,4,0,,0,1,,,3,0,2961,-6.181818181818182,134.5909090909091,3097,50,5,17,0,47,defeat
Gold 2,Ascent,Sova,sp1cyn00dz,2020,Qtr 3,August,12,,512,0,5,5,7,20,13,0.538461538461538,0,7,0,0.9333333333333333,1,14,70,8.955223880597014,5,0,,1,2,,,8,0,3491,16.45,174.55,3162,56,6,15,1,81,defeat
Gold 2,Bind,Raze,shift,2020,Qtr 4,November,21,,842,1,3,8,13,14,1,13,2,4,1,1.8571428571428572,1,13,86,25,8,2,,2,1,,,2,4,1941,29.571428571428573,138.64285714285714,1527,24,8,7,0,60,victory
Gold 2,Bind,Sova,sp1cyn00dz,2020,Qtr 3,August,9,,214,0,0,3,0,9,13,0,0,5,0,0.7142857142857143,2,5,56,22.22222222222222,3,0,,0,0,,,2,0,857,-25,95.22222222222223,1082,12,4,7,0,47,defeat
Gold 2,Bind,Sova,sp1cyn00dz,2020,Qtr 3,September,18,,436,2,3,1,13,20,7,1.85714285714286,3,10,1,0.46153846153846156,2,6,80,3.225806451612903,1,1,,1,0,,,8,0,1224,-56.9,61.2,2362,26,1,13,0,27,victory
Gold 2,Bind,Sova,sp1cyn00dz,2020,Qtr 3,September,21,,380,3,4,2,8,21,13,0.615384615384615,0,8,0,0.8235294117647058,3,14,67,2.898550724637681,2,0,,0,1,,,6,3,3268,-25.571428571428573,155.61904761904762,3805,59,2,17,0,64,defeat
Gold 2,Haven,Raze,shift,2020,Qtr 3,September,18,,292,1,2,0,2,15,13,0.153846153846154,0,5,0,0.6153846153846154,2,8,53,5.405405405405405,0,1,,1,4,,,4,0,1795,-18.733333333333334,119.66666666666667,2076,33,2,13,1,46,defeat
Gold 2,Haven,Raze,shift,2020,Qtr 4,October,28,,510,2,2,6,2,15,13,0.153846153846154,3,3,0,0.7857142857142857,0,11,67,17.24137931034483,6,0,,1,0,,,6,0,2638,0.6,175.86666666666667,2629,46,10,14,1,69,defeat
Gold 2,Haven,Sova,sp1cyn00dz,2020,Qtr 3,August,12,,519,1,4,4,8,21,13,0.615384615384615,1,8,0,0.8125,3,13,76,8.450704225352112,4,0,,1,2,,,5,2,2765,-12.476190476190476,131.66666666666666,3027,45,6,16,0,67,defeat
Gold 2,Haven,Sova,sp1cyn00dz,2020,Qtr 3,August,14,,88,0,4,1,7,20,13,0.538461538461538,0,10,0,0.2,4,3,50,16.666666666666664,1,1,,0,1,,,10,1,1138,-69.1,56.9,2520,17,4,15,0,27,defeat
Gold 2,Haven,Sova,sp1cyn00dz,2020,Qtr 3,August,17,,54,0,2,2,3,16,13,0.230769230769231,0,10,0,0.3333333333333333,4,5,44,14.814814814814813,2,0,,1,0,,,2,1,854,-80.1875,53.375,2137,19,4,15,0,25,defeat
Gold 2,Haven,Viper,silver,2020,Qtr 3,September,18,,518,1,2,2,2,15,13,0.153846153846154,0,3,0,0.8461538461538461,5,11,67,2.898550724637681,2,1,,3,0,,,2,0,2269,18.266666666666666,151.26666666666668,1995,52,2,13,0,81,defeat
Gold 2,Split,Killjoy,sp1cyn00dz,2020,Qtr 3,August,16,,554,0,5,10,14,29,14,1,0,7,0.5,0.95,4,19,69,12.962962962962962,10,0,,2,3,,,4,1,3942,15.241379310344827,135.93103448275863,3500,90,14,20,0,51,tied
Gold 2,Split,Sova,sp1cyn00dz,2020,Qtr 3,August,14,,443,2,7,5,15,28,13,1.15384615384615,3,9,1,0.7368421052631579,3,14,75,13.846153846153847,5,1,,1,2,,,8,1,2765,-25.107142857142858,98.75,3468,49,9,19,1,40,victory
Gold 2,Split,Sova,sp1cyn00dz,2020,Qtr 3,September,18,,130,1,4,2,6,19,13,0.461538461538462,1,9,0,0.5,5,7,53,6.25,2,0,,0,1,,,4,1,1289,-48.21052631578947,67.84210526315789,2205,27,2,14,0,31,defeat
Gold 3,Ascent,Raze,shift,2020,Qtr 3,August,11,,534,0,3,7,13,21,8,1.625,4,6,1,0.8125,2,13,67,18.51851851851852,7,1,,2,2,,,5,4,2711,-8.095238095238095,129.0952380952381,2881,44,10,16,0,55,victory
Gold 3,Ascent,Raze,shift,2020,Qtr 3,September,17,,513,1,6,6,12,26,14,0.857142857142857,3,5,0,0.9523809523809523,5,20,54,11.235955056179774,6,0,,3,3,,,9,3,4496,9.576923076923077,172.92307692307693,4247,71,10,21,0,58,defeat
Gold 3,Ascent,Raze,shift,2021,Qtr 1,January,11,,663,0,5,5,13,21,8,1.625,3,2,1,1.2857142857142858,3,18,67,9.722222222222223,5,0,,6,1,,,4,0,3033,13.857142857142858,144.42857142857142,2742,64,7,14,1,54,victory
Gold 3,Bind,Raze,shift,2020,Qtr 3,August,13,,773,2,4,8,13,22,9,1.44444444444444,3,2,1,1.125,3,18,73,13.924050632911392,8,4,,3,2,,,6,3,3693,41,167.86363636363637,2791,62,11,16,1,72,victory
Gold 3,Bind,Raze,shift,2020,Qtr 3,September,18,,264,3,3,4,6,19,13,0.461538461538462,1,6,0,0.5555555555555556,2,10,58,7.2727272727272725,4,0,,3,4,,,7,1,2437,-45.421052631578945,128.26315789473685,3300,46,4,18,0,42,defeat
Gold 3,Bind,Raze,shift,2020,Qtr 4,November,27,,261,1,2,4,8,21,13,0.615384615384615,1,9,0,0.47058823529411764,1,8,62,12.068965517241379,4,1,,1,4,,,7,1,2034,-33.19047619047619,96.85714285714286,2731,48,7,17,1,39,defeat
Gold 3,Bind,Raze,shift,2020,Qtr 4,November,27,,854,3,2,11,13,23,10,1.3,2,2,1,0.95,5,19,83,16,11,1,,3,2,,,10,1,4382,35.73913043478261,190.52173913043478,3560,76,16,20,0,74,victory
Gold 3,Bind,Raze,shift,2020,Qtr 4,December,2,,568,1,3,6,13,21,8,1.625,3,6,1,1,2,13,71,12.962962962962962,6,1,,3,0,,,7,0,2457,9.19047619047619,117,2264,40,7,13,0,53,victory
Gold 3,Bind,Sova,sp1cyn00dz,2020,Qtr 3,September,18,,87,1,3,0,6,19,13,0.461538461538462,2,10,0,0.35294117647058826,5,6,53,0,0,0,,1,2,,,3,1,1115,-79.73684210526316,58.68421052631579,2630,26,0,17,0,22,defeat
Gold 3,Haven,Raze,shift,2020,Qtr 3,August,14,,727,0,4,10,7,20,13,0.538461538461538,6,1,0,1.9285714285714286,2,27,70,10.655737704918032,10,1,,5,0,,,8,1,4789,110.25,239.45,2584,95,13,14,0,92,defeat
Gold 3,Haven,Raze,shift,2020,Qtr 3,August,15,,494,3,8,11,12,26,14,0.857142857142857,2,4,0,0.9565217391304348,4,22,62,11.827956989247312,11,0,,3,3,,,1,3,3864,-16.423076923076923,148.6153846153846,4291,74,11,23,0,50,defeat
Gold 3,Haven,Raze,shift,2020,Qtr 4,November,29,,390,3,2,6,4,17,13,0.307692307692308,1,7,0,0.6,2,9,71,10.344827586206897,6,0,,1,1,,,5,2,2275,-22.941176470588236,133.8235294117647,2665,44,6,15,0,54,defeat
Gold 3,Haven,Raze,shift,2021,Qtr 1,January,11,,643,2,5,8,15,28,13,1.15384615384615,5,4,1,0.9545454545454546,9,21,75,13.333333333333334,8,0,,2,7,,,4,3,4010,6.285714285714286,143.21428571428572,3834,63,10,22,1,47,victory
Gold 3,Haven,Sova,sp1cyn00dz,2020,Qtr 3,September,18,,61,0,2,2,2,15,13,0.153846153846154,0,10,0,0.3076923076923077,4,4,53,11.76470588235294,2,1,,0,0,,,3,0,761,-69.46666666666667,50.733333333333334,1803,15,2,13,0,26,defeat
Gold 3,Haven,Sova,sp1cyn00dz,2020,Qtr 3,September,18,,479,1,6,1,13,23,10,1.3,5,6,1,1.3076923076923077,5,17,61,2.4390243902439024,1,0,,1,0,,,2,1,2331,-8.347826086956522,101.34782608695652,2523,36,1,13,0,49,victory
Gold 3,Haven,Viper,silver,2020,Qtr 3,August,14,,172,0,4,1,7,20,13,0.538461538461538,0,9,0,0.47058823529411764,4,8,60,6,1,1,,0,2,,,5,2,1644,-69.3,82.2,3030,37,3,17,1,32,defeat
Gold 3,Icebox,Raze,shift,2020,Qtr 4,November,29,,928,0,3,8,13,15,2,6.5,0,2,1,1.5454545454545454,0,17,80,11.76470588235294,8,1,,0,2,,,9,4,3367,102.13333333333334,224.46666666666667,1835,54,8,11,0,74,victory
Gold 3,Split,Raze,shift,2020,Qtr 3,August,14,,716,2,7,5,15,28,13,1.15384615384615,1,4,1,1.0909090909090908,3,24,79,6.521739130434782,5,1,,5,0,,,8,2,4480,-3.4642857142857144,160,4577,77,6,22,0,50,victory
Gold 3,Split,Raze,shift,2020,Qtr 4,November,28,,777,2,3,10,13,22,9,1.44444444444444,0,1,1,1.5,2,21,68,15.942028985507244,10,1,,4,4,,,7,2,4024,52.40909090909091,182.9090909090909,2871,49,11,14,2,69,victory
Gold 3,Split,Raze,shift,2020,Qtr 4,December,2,,1173,3,10,10,26,44,18,2.925,1,13,2,1.6877828054298643,6,25,150,21.47256438969765,10,1,,4,5,,,13,3,4994,-1.4844720496894404,227.34161490683232,5055,102,12,30,1,93,victory
Gold 3,Split,Raze,shift,2020,Qtr 4,December,12,,856,3,5,10,13,22,9,1.44444444444444,3,5,1,1.2142857142857142,1,17,86,17.91044776119403,10,1,,0,1,,,9,1,3350,37.13636363636363,152.27272727272728,2533,46,12,14,0,58,victory
Gold 3,Split,Raze,shift,2021,Qtr 1,January,7,,405,1,2,6,6,19,13,0.461538461538462,1,6,0,0.8125,2,13,63,11.864406779661017,6,0,,1,1,,,4,1,2391,-5,125.84210526315789,2486,45,7,16,0,47,defeat
Platinum 1,Bind,Raze,shift,2020,Qtr 4,December,6,,212,4,4,5,11,24,13,0.846153846153846,1,10,0,0.42105263157894735,1,8,62,12.82051282051282,5,1,,1,3,,,3,3,1857,-58.958333333333336,77.375,3272,31,5,19,1,29,defeat
Platinum 1,Bind,Reyna,shift,2020,Qtr 4,December,13,,717,1,3,10,13,21,8,1.625,1,6,1,0.8823529411764706,1,15,81,23.076923076923077,10,1,,2,2,,,6,2,2935,3.142857142857143,139.76190476190476,2869,36,12,17,1,54,victory
Platinum 1,Haven,Raze,shift,2020,Qtr 4,December,3,,174,1,4,4,12,26,14,0.857142857142857,2,9,0,0.45454545454545453,1,10,42,10.16949152542373,4,1,,1,6,,,4,2,2361,-56.42307692307692,90.8076923076923,3828,50,6,22,0,30,defeat
Platinum 1,Haven,Raze,shift,2020,Qtr 4,December,22,,704,4,7,4,13,24,11,1.18181818181818,0,5,1,1.2857142857142858,1,18,83,6.41025641025641,4,2,,3,4,,,8,0,3366,9.083333333333334,140.25,3148,67,5,14,3,58,victory
Platinum 1,Haven,Reyna,shift,2020,Qtr 4,December,14,,189,5,4,6,9,22,13,0.692307692307692,1,9,0,0.45,0,9,64,22.5,6,1,,2,3,,,5,3,1871,-95.4090909090909,85.04545454545455,3970,27,9,20,0,30,defeat
Platinum 1,Haven,Sage,shift,2021,Qtr 1,January,11,,291,5,6,5,13,24,11,1.18181818181818,5,10,1,0.5333333333333333,3,8,67,19.444444444444446,5,0,,0,3,,,12,2,1429,-48.333333333333336,59.541666666666664,2589,26,7,15,0,24,victory
Platinum 1,Icebox,Raze,shift,2020,Qtr 4,December,12,,692,2,2,6,13,23,10,1.3,2,4,1,1,0,16,74,11.475409836065573,6,0,,3,2,,,8,3,3060,14.130434782608695,133.04347826086956,2735,52,7,16,0,52,victory
Platinum 1,Split,Raze,shift,2020,Qtr 3,August,14,,518,1,6,7,7,20,13,0.538461538461538,0,4,0,0.7222222222222222,3,13,70,10.95890410958904,7,0,,1,0,,,7,1,3156,1.7,157.8,3122,53,8,18,0,55,defeat
